"description","neighborhood_overview","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","has_availability","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","reviews_per_month"
"This is a cozy new house.All the furniture and  appliance are newly purchased.<br /> Situated beside Terryfox Road.Next to  wetland Reserve and park,facing a small lake with beautiful scenery.<br /> Drive  5-7min to go to Kanata science park and town center,25min go to downtown.Near by Stadium,Golfcourse,park,Shoppingcenter,Restaurant...Convenient Life for you. <br />There  are three bedrooms which can be reserved .The living room,dining room,kichen,laundry room on the first floor are shared with the owner.<br /><br /><b>The space</b><br />Kanata north,Near by Wetland reserve,Stadium,Golf course,High-tech park,Town center,Restaurant.<br /><br /><b>Guest access</b><br />All HOUSE<br /><br /><b>Other things to note</b><br />The landlord and her two boys also live this house.","KANATA North,Terry fox Road","within an hour","100%","67%","f","",3,3,"t","f","Kanata North",NA,45.31837,-75.94331,"Private room in villa","Private room",2,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Essentials"", ""Host greets you"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Indoor fireplace"", ""Heating"", ""Shampoo"", ""Lake access""]","$79.00",1,10,"t",1,0,0,"2019-09-01","2019-09-01",100,10,10,10,10,6,8,"t",3,0,3,0.06
"This is a cozy new house.All the furniture and  appliance are newly purchased.<br /><br /> Situated beside Terryfox Road.Next to  wetland Reserve and park,facing a small lake with beautiful scenery.<br /><br /> Drive  5-7min to go to Kanata science park and town center,25min go to downtown.Near by Stadium,Golfcourse,park,Shoppingcenter,Restaurant...Convenient Life for you. <br /><br />There  are three bedrooms which can be reserved .The living room,dining room,kichen,laundry room on the first floor are shared with the owner.<br /><br /><b>Guest access</b><br />All HOUSE<br /><br /><b>Other things to note</b><br />The landlord and her two boys also live this house.","KANATA North,Terry fox Road","within an hour","100%","67%","f","",3,3,"t","f","West Carleton-March",NA,45.31681,-75.94425,"Private room in villa","Private room",2,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Free parking on premises"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Host greets you"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Indoor fireplace"", ""Heating"", ""Shampoo"", ""Lake access""]","$79.00",1,10,"t",1,1,0,"2020-02-16","2020-02-16",80,8,10,10,8,10,8,"f",3,0,3,0.08
"A very soul full and lively place located in heart of downtown. There’s access to bus stops within 5mins. Various international places to eat from . <br /><br />Close to the Canadian War Museum just a 14min walk. 1.1 miles to the Supreme Court of Canada, 1.7miles to Rideau Canal and the Rideau Mall, very close to Parliament Hill. These are just few places around the neighbourhood!<br />American breakfast is available upon request. <br />Authentic Sri Lankan and Indian restaurant just below the Inn!<br /><br /><b>The space</b><br />There’s couch space to sit and relax. Also a desk for multiple uses.<br /><br /><b>Other things to note</b><br />Parking is available and weekend parkings are free. Also bus stop is walking distance less than 3 mins","Walking distance to parliament and Rideau mall. A lot of options to eat from.","within an hour","100%","50%","f","",2,2,"t","t","Somerset",NA,45.41008,-75.71052,"Entire apartment","Entire home/apt",5,NA,2,2,"[""Gym"", ""Essentials"", ""Cleaning before checkout"", ""Paid parking on premises"", ""Wifi"", ""Refrigerator"", ""Microwave"", ""Private entrance"", ""Heating"", ""Long term stays allowed"", ""Patio or balcony"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Paid parking off premises"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace""]","$225.00",2,1125,"t",1,1,0,"2020-08-31","2020-08-31",20,2,2,4,2,4,2,"f",2,1,1,0.18
"Located in Barrhaven, 2 minutes to retail stores and 20 minutes to downtown Ottawa","","within an hour","93%","88%","t","",2,2,"t","t","Gloucester-South Nepean",NA,45.26165,-75.70851,"Entire guest suite","Entire home/apt",4,NA,2,3,"[""Gym"", ""Hair dryer"", ""Wifi"", ""Hot tub"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Smart lock"", ""Breakfast""]","$321.00",2,1125,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"t",2,2,0,NA
"独立大house 的一部分，但是完全独立使用, 私密性最好。也可以使用大厨房做饭，进入后院纳凉放松。 客厅内有基础健身器材。 60寸大彩电链接互联网使用，可以搜看全世界的节目。交通便利，2分钟即到公交站，86 、186、111可去市区及附近各大院校。门前停车位免费使用，冬季可以停室内停车位。 华人房东友善热情，可以协商价格提供接送机，及导游旅游，包括包餐服务。 北方面食，川菜，粉汤等。亦可提供食材，客人自行加工。 开车自驾到大部分区域都只需要十几分钟车程，周边购物便利，附近cosco 超市，Walmart 超市等，坐车，走路，开车，都极其方便。<br /><br /><b>The space</b><br />大卧室三面有窗，宽敞明亮，全部使用五星级酒店式的纯白色床上用品，提供全套卫衣设施，及一次性牙刷等。 客厅宽敞舒适静谧，适合看电视放松。 卫生间明亮干净，洗衣机烘干机电视，烫衣机，全新且功能完善。<br /><br /><b>Guest access</b><br />后院，及后院的休闲区，包括野餐桌椅等，前院停车位，大厨房，及厨房用具。自己一室一厅房间内的所有用品。<br /><br /><b>Other things to note</b><br />房间内不可以吸烟及大麻，以及任何毒品。 宠物需友善的普通宠物，并且确保安全及不损坏房间设施。","阿岗昆学院","N/A","N/A","N/A","f","",2,2,"t","f","College",NA,45.3424,-75.7513,"Private room in villa","Private room",2,NA,1,1,"[""Gym"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Luggage dropoff allowed""]","$88.00",1,1125,"t",2,0,0,"2019-05-31","2019-06-21",90,9,8,10,10,10,9,"f",1,0,1,0.1
"Ancestral home in the Byward Market, minutes from restaurants, great shopping and lots of great cultural spots.  You can almost see the Parliament from the house.  Must be pet friend cause the three boys are really great hosts.<br /><br /><b>The space</b><br />Private Bedroom, lovely décor.","","N/A","N/A","N/A","f","",1,1,"t","f","Rideau-Vanier",NA,45.4304,-75.69656,"Private room in house","Private room",2,NA,1,1,"[""Essentials"", ""Washer"", ""Dryer"", ""Wifi"", ""Bed linens"", ""Heating"", ""Hot water"", ""Hangers"", ""Extra pillows and blankets"", ""Air conditioning"", ""Dedicated workspace""]","$75.00",1,2,"t",1,0,0,"2019-07-21","2019-07-21",20,2,2,2,2,2,2,"f",1,0,1,0.05
"A cosy home in Ottawa close to Carleton University. 15 minutes to down town via colonel by and 10 minutes drive to airport! Its a cosy little home from the 1950s and has been lovingly updated. My home is 3 bedrooms and 1 bath. Features brand new stainless steel appliances, a well stocked kitchen, a 50 "" 4kHD tv (with Netflix and Roku - NO CABLE) and more! We have a big beautiful backyard, and a recently renovated bath. Nicely decorated bedrooms with new comfy mattresses!1 twin, 1 double, 1 queen<br /><br /><b>The space</b><br />Its a small cosy home with 3 bedrooms and a den with 1 bathroom. Updated older home with charm. Small and cosy makes a wonderful home away from home. It is a small home (1000sqft) but nicely decorated.  Please note that due to traditional style of older homes originally built in the 1950s, bathroom is on the main floor (no bathroom upstairs). The layout of the house is 1 bedroom and the bathroom on main floor, and 2 bedrooms upstairs (no bathroom). Its cosy but ","beautiful safe neighbourhood. Really great location close to shopping, parks and lots of fun! Close to Mooney's Bay, Vincent Massey Park, Hogs back, walking/biking down colonel by. Close to Costco, Loblaws, Food Basics, walmart, Homesense, Winners, Best Buy, and many many more!","N/A","N/A","50%","t","",1,1,"f","t","Knoxdale-Merivale",NA,45.35346,-75.71419,"Entire house","Entire home/apt",5,NA,3,3,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Patio or balcony"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$199.00",30,1125,"t",12,4,0,"2019-05-30","2020-09-07",100,10,10,10,10,10,9,"f",1,1,0,0.58
"This is my Home, decorated with heart and sharing with travellers. The location is one of the convenient with Major OC transpo Bus station 2 mins walking. Grocery store, drug store and every other stores are nearby. I have just started with airbnb so look forward to host you 😊","Lush green neighbourhood.","N/A","N/A","N/A","f","",1,1,"t","t","Bay",NA,45.36703,-75.78594,"Private room in apartment","Private room",2,NA,1,1,"[""Gym"", ""Hair dryer"", ""Wifi"", ""Elevator"", ""Hot tub"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Heating"", ""Shampoo"", ""Breakfast""]","$120.00",1,3,"t",1,0,0,"2019-05-26","2019-05-26",NA,NA,NA,NA,NA,NA,NA,"t",1,0,1,0.05
"*Females only*<br />Great location for a young female professional close to the Kanata tech hub near Eagleson and Hazeldean. There is a bus stop 4 min from the house to go downtown#168,257. <br />In a 3 bedroom townhouse. The room is upstairs and has a single bed. The washroom will be shared with my other roomate. I’m in the master bedroom with a separate washroom. We both work from home. There is a powder washroom in the main floor as well. I would love to host any solo female travellers.<br /><br /><b>Other things to note</b><br />*No pets allowed*","Close to gas stations, grocery stores, Tanger outlet mall.","within an hour","100%","56%","t","",5,5,"t","t","Kanata South",NA,45.30714,-75.87993,"Private room in townhouse","Private room",1,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Lock on bedroom door"", ""Essentials"", ""Washer"", ""Dryer"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven""]","$25.00",2,35,"t",2,1,0,"2019-08-31","2020-08-20",100,10,10,10,10,10,10,"f",3,0,3,0.11
"The Heavenly Haven is a place where you can relax, be comfortable and free.  Its modern and bright finishes make the space feel airy and welcoming!  This home is clean, well maintained and is fully equipped with all necessities. The Haven is located right near the highway 416, which takes you to Downtown Ottawa's Byward Market in just 25 minutes!  Do your shopping and groceries at Barrhaven's Marketplace, shopping plaza - movie theatre and many restaurants walking distance away. Enjoy your stay!<br /><br /><b>The space</b><br />In the mornings, feel free to help yourself to tea or coffee to get your day started.<br /><br />On the main level, there is a TV in the living room with Netflix and Youtube - put on your favourite show or music while cooking breakfast, lunch or dinner.<br /><br />Want to watch a movie in the comforts of your bed? Head downstairs to the basement king sized bed by the fireplace!<br /><br />There are 2 free parking spaces on premise.<br /><br /><b>Guest access</b>","There are many, many amenities around you, both a very short drive or walking distance.  You'll never be short of anything you're looking for!","N/A","N/A","N/A","t","",1,1,"t","f","Barrhaven",NA,45.26268,-75.75721,"Entire house","Entire home/apt",6,NA,3,3,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Bathtub"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$182.00",3,7,"t",11,0,0,"2019-06-09","2019-09-02",96,10,10,10,10,9,9,"f",1,1,0,0.54
"","","a few days or more","0%","0%","f","",1,1,"t","f","Rideau-Rockcliffe",NA,45.45521,-75.65437,"Entire house","Entire home/apt",8,NA,3,4,"[""Essentials"", ""TV"", ""Washer"", ""Dryer"", ""Indoor fireplace"", ""Wifi"", ""Private entrance"", ""Kitchen"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Shampoo"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Fire extinguisher"", ""Carbon monoxide alarm"", ""Dedicated workspace""]","$328.00",3,6,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,NA
"5 adults and 1 child can stay in perfect comfort right in downtown Ottawa, steps away from the Museum of Nature and a quick drive/walk (25 mins) to Parliament Hill. Enjoy all this modern, newly built apartment in a four-plex has to offer, including 2 queen beds and 1 pullout couch, full bathroom and full master ensuite. High end appliances & bathroom amenities ensure you'll never want to leave!<br /><br />Note there is a security camera monitoring the entrance & owner lives on site.<br /><br /><b>The space</b><br />Please note one adult can sleep comfortably on the pullout sofa in living room, plus a child. Two adults together would not find it comfortable unless they were very small.","- Ginas Cafe located @ 710 Gladstone Ave.<br />3 minute walk <br /><br />Straightforward spot for traditional breakfast & lunch eats & crêpes with basic coffee & tea. <br /><br />- Jax Restaurant located @ 497 Bronson Ave.<br />2 minute walk <br /><br />Cozy, charming eatery with a patio offering bistro fare made with careful ingredients <br /><br />Burrito Gringo Bronson located @ 566 Bronson Ave.<br />4 minute walk <br /><br />Late-night food · Casual · Vegetarian options<br /><br />Trattoria Caffe Italia located @ 254 Preston st.<br />13 minute walk <br />family-owned bar/eatery with select Italian fare, an extensive wine list & outdoor seating.<br /><br />La Roma Resturant located @ 430 Preston st.<br />21 minute walk <br />1962 restaurant offering contemporary decor & <br />modern twists on classic Italian cuisine.","within an hour","99%","93%","f","Centretown",31,31,"t","t","Somerset",NA,45.40677,-75.70192,"Entire apartment","Entire home/apt",5,NA,2,3,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Bathtub"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Cleaning before checkout"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Smart lock"", ""Stove"", ""Oven"", ""Paid parking off premises"", ""Dishwasher""]","$143.00",3,1125,"t",32,17,0,"2019-11-10","2020-12-01",97,10,10,10,10,10,9,"f",12,12,0,2.08
"Featuring a recently renovated, fully furnished private basement apartment with a small patio area, french dbl door entry. Each bedroom has a private locked door access. Minutes by car to groceries, 3 arenas, restaurants, gas station, shopping, a beach & marina on Ottawa River at Petrie Island. Easy walking distance to bus transit & priority bus route at the door. La Cite Collegiale trades training & Cdn Hockey Academy nearby. Students/athletes & family special rate. DM for details.<br /><br /><b>The space</b><br />The home sits on a natural private setting at the top of a small hill overlooking the Ottawa River and hills of Gatineau. A great place to relax after a day of activities, work, school or training. Athletes and their families definitely welcome for longer stays if needed during the Fall/Winter season when a 2nd bedroom is available. Students always welcome. Fully equipped kitchen.<br /><br /><b>Guest access</b><br />The rental includes the designated bedroom, plus shared acc","One of Orleans best features is the lovely natural habitat and gorgeous beach at Petrie Island. The Island hosts a variety of events over the year such as Canada Day festivities and Carivibe. Spend the day swimming, hiking, exploring the beach or stop at the marina for a snack or a boat rental. http://www.oziles.com/rentals.html There are farmer's markets, festivals, great bakeries, eateries, local brewing companies, bike paths, and entertainment. Set in a semi-rural residential area its a five minute drive to the country or hop on the ferry for a visit to Quebec.","N/A","N/A","N/A","f","",2,2,"t","t","Cumberland",NA,45.49389,-75.4688,"Private room in apartment","Private room",2,NA,1,1,"[""Coffee maker"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Free street parking"", ""Refrigerator"", ""Beach essentials"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Essentials"", ""Host greets you"", ""Private entrance"", ""Patio or balcony"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""Cleaning before checkout"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Breakfast""]","$78.00",1,30,"t",2,0,0,"2019-06-24","2019-07-01",100,10,9,10,10,10,9,"f",2,0,2,0.1
"Spacious basement apartment located a few minutes drive from Carleton University! It is a private apartment with separate entrance in the basement of our home. Ideal for visiting for conferences at the university, or attending events at nearby Mooneys Bay. This spacious apartment is very comfortable with comfy queen size bed in the bedroom, stainless steel appliances in our retor Italian style kitchen, and spacious private bathroom. Only 10 minutes to airport and 15 minutes to downtown!<br /><br /><b>The space</b><br />It might be a basement apartment but it is extremely spacious and super comfortable. This apartment is located in the basement of our own home (where we live) but has seperate private entrance from the side of the house. You enter via the side and go down to ""shared space"" laundry area, and then there is private door with lock/key that you open to your own private apartment with private kitchen, living area, one bedroom, and bath! :)","Just a few minutes drive to Carleton U, Mooneys Bay Park, lots of shopping in Merivale road area and more! Only 10 minutes to airport and 15 minutes to downtown!","N/A","N/A","0%","f","",1,1,"t","t","River",NA,45.35802,-75.70562,"Entire apartment","Entire home/apt",2,NA,1,1,"[""Essentials"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Indoor fireplace"", ""Wifi"", ""Private entrance"", ""Breakfast"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace""]","$115.00",2,5,"t",1,0,0,"2019-09-02","2019-09-02",100,10,10,10,10,10,10,"f",1,1,0,0.06
"Bright 3 bedroom house located in family friendly neighborhood within Kanata. Great for families with young children as baby room with crib provided. 2 car driveway. Lots of parks in the area and close to shopping and grocery stores. Everything you need is a short distance away. 5 min drive to highway. Free WiFi and Netflix provided. Suitable for small pets.","","N/A","N/A","N/A","t","",2,2,"t","f","Kanata South",NA,45.28577,-75.86378,"Entire house","Entire home/apt",6,NA,3,2,"[""Essentials"", ""Coffee maker"", ""TV"", ""Free street parking"", ""Hair dryer"", ""Keypad"", ""Wifi"", ""Microwave"", ""Private entrance"", ""Heating"", ""Free parking on premises"", ""Long term stays allowed"", ""Shampoo"", ""Stove"", ""Hangers"", ""Smoke alarm"", ""Oven"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm""]","$69.00",4,1125,"t",8,0,0,"2019-06-15","2019-08-12",100,10,10,10,10,10,10,"t",1,1,0,0.39
"Very well kept room  with great view overlooking mall minutes away from the airport  with  easy access  to public transportation (bus & train)","","N/A","N/A","N/A","f","",1,1,"t","f","Gloucester-Southgate",NA,45.35674,-75.6494,"Private room in condominium","Private room",2,NA,1,1,"[""Essentials"", ""TV"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Wifi"", ""Kitchen"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Shampoo"", ""Pool"", ""Hangers"", ""Elevator"", ""Smoke alarm"", ""Air conditioning"", ""Lock on bedroom door""]","$75.00",3,12,"t",2,0,0,"2019-06-12","2019-09-08",90,7,8,9,9,8,8,"f",1,0,1,0.1
"Free parking on driveway <br /><br />Beautiful modern townhouse featuring 3 bedrooms <br />Kitchen includes all appliances!<br />Electric fireplace in the living room so you can stay warm and cozy  <br /><br />Restaurants, ey centre, gas station and many more near by!<br /><br /><b>The space</b><br />House features everything you would possibly need with amenities close by. Your home away from home!<br /><br /><b>Guest access</b><br />Entire place<br /><br /><b>Other things to note</b><br />Free parking on driveway <br /><br />Beautiful modern townhouse featuring 3 bedrooms <br />Kitchen includes all appliances!<br />Electric fireplace in the living room so you can stay warm and cozy  <br /><br />Restaurants, ey centre, gas station and many more near by!","Hungry? Restaurants close by that are a 2 min drive or 13 min walk <br /><br />Car out of gas? Gas station 2 min away!<br /><br />Bored? Downtown is only a 17 min drive <br /><br />Want a new look? There’s salons near by <br /><br />Looking for a little getaway? Book now!","within an hour","100%","99%","f","",2,2,"t","t","Gloucester-Southgate",NA,45.34562,-75.66155,"Entire townhouse","Entire home/apt",6,NA,3,3,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Extra pillows and blankets"", ""Shower gel"", ""Pack \u2019n Play/travel crib"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Cleaning products"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher"", ""Room-darkening shades""]","$156.00",1,28,"t",79,45,2,"2019-07-28","2021-01-28",95,10,10,10,10,10,10,"t",2,2,0,4.18
"Walking distance from supermarket <br />Movie theatre <br />Bus stop<br />Family friendly neighborhood","Walking distance from supermarket <br />Movie theatre <br />Bus stop<br />Family friendly neighborhood","N/A","N/A","N/A","f","",1,1,"t","t","Cumberland",NA,45.45827,-75.50463,"Private room in house","Private room",2,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo""]","$50.00",1,1125,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"t",1,0,1,NA
"Newly renovated, urban bungalow - perfect for singles, couples or small families!  Close to ALL amenities and a 5 minute walk to Ottawa's Bayshore Mall.  Surrounded by parks, close to bike path, Andrew Hayden Park and Britannia Beach.  This amazing home is also walking distance to the bus stop and close to both major highways for those who drive.  Ample parking space and storage space for bikes, winter equipment, etc.  Min. 1 month stay.<br /><br /><b>The space</b><br />This property is on a quiet crescent in a very safe area.  It has a parking spot and is completely separate from the lower unit with private entrance and side yard.  We just installed an electric charging station as well! <br />With Ottawa's new Light Rail coming to Bayshore this will be an ideal spot to travel both with or without a car!  This gem of a location is a walk away from anything you need yet feels safe, secluded and private.  Great neighborhood!<br /><br /><b>Guest access</b><br />You will have the entire ma","Close to Bayshore mall, transit, the movie theater, grocery stores, drug stores and amzing parks and beaches - this location has it ALL!","within a few hours","100%","86%","t","",3,3,"t","t","Bay",NA,45.35298,-75.80424,"Entire bungalow","Entire home/apt",4,NA,2,2,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Garden or backyard"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Bathtub"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Pocket wifi"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$100.00",30,1125,"t",4,1,0,"2019-07-30","2020-09-07",100,10,10,10,10,10,10,"f",4,4,0,0.21
"I own a very nice 4 bedroom home in the east end of Ottawa. I am a 1 minute walk to city buses. I have a beautiful backyard with a great deck and gazebo for morning coffee or evening BBQs. I am very clean and neat and expect guests to be as well:)","Very quiet suburban neighborhood.","within an hour","100%","0%","f","",3,3,"t","f","Beacon Hill-Cyrville",NA,45.42429,-75.60961,"Private room in house","Private room",1,NA,1,3,"[""Essentials"", ""TV"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Cable TV"", ""Indoor fireplace"", ""Wifi"", ""Kitchen"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Breakfast"", ""Long term stays allowed"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Fire extinguisher"", ""Carbon monoxide alarm""]","$50.00",2,1125,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"f",3,0,3,NA
