"description","neighborhood_overview","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_neighbourhood","host_listings_count","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","amenities","price","minimum_nights","maximum_nights","has_availability","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","reviews_per_month"
"2 bedrooms, large living room, and a large kitchen with 8 seating dining table, 2 washrooms,  AC, 1 queen size bed, 1 double size bed.  Very comfortable beds and good quality furniture in the apartment. In the Heart of Little Italy,  gym next door with swimming pool and hot tub, 20% off the meals and drinks in the restaurant below. 5 min. drive to the parliament, 5 min. drive or 20 min. walk to Dow's lake.<br />The two bedrooms are connected.<br />Very comfortable for a couple or 2 people.<br /><br /><b>The space</b><br />It is in the middle of Little Italy and Downtown Ottawa, All touristic sites are within walking distance ( 20 min). Public gym next door, (Swimming pool, Jacuzzi, Hot Tub, Sauna) Basketball terrain, trim area and Skating rink next door to the place. One free Parking, Internet included.<br /><br /><b>Guest access</b><br />Indian restaurant below place offers 20% off meals.<br /><br /><b>Other things to note</b><br />We have cameras installed for the restaurant downstai","Little Italy + China Town+ Dow's Lake","within an hour","100%","75%","t","",1,1,"t","t","Somerset",NA,45.40488,-75.71549,"Entire apartment","Entire home/apt",2,NA,2,2,"[""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Refrigerator"", ""Iron"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Building staff"", ""Fire extinguisher"", ""Essentials"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven""]","$120.00",2,1125,"t",58,1,0,"2016-03-23","2020-04-03",86,9,9,9,9,9,9,"f",1,1,0,0.97
"Cozy One Bedroom Apartment in vibrant New Edinburgh a couple blocks walk from the Beechwood strip.<br />Private entrance apartment includes queen size bed and fold out couch, fully equipped kitchen, linens, unlimited high speed internet and Netflix access.  <br />Uber will get you to the heart of downtown for under $10. <br />Parliament Hill, The National Art Museum, Rideau Centre and the downtown core filled with restaurants , nightclubs and boutiques are minutes away.","","within a day","100%","100%","f","",2,2,"t","t","Rideau-Vanier",NA,45.44109,-75.66679,"Entire apartment","Entire home/apt",4,NA,1,1,"[""Coffee maker"", ""Wifi"", ""Microwave"", ""Free street parking"", ""Refrigerator"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Private entrance"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven""]","$68.00",14,1125,"t",27,0,0,"2017-07-03","2020-01-06",87,9,9,10,9,8,9,"t",2,2,0,0.61
"One-bedroom apartment in the heart of Downtown Ottawa, Hardwood Floor, Granite top, new bathroom. 5min walk from Byward Market. TV, Wifi, and secured building. Great location for tourists & young professionals. You are a 5min walk from major Restos, Rideau Centre, Rideau Canal, Parlaiment and everything else is very central. Steps away from every major hotels. Laundry facility on site. Parking is free on city street between 5:30pm and 8am. Also, private parking is 4min from the unit at 10$/day.","","within an hour","100%","100%","f","Byward Market - Parliament Hill",14,14,"t","t","Rideau-Vanier",NA,45.42789,-75.68819,"Entire apartment","Entire home/apt",2,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""Iron"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Paid parking off premises""]","$80.00",1,1125,"t",330,61,1,"2017-10-21","2021-01-27",95,10,9,10,10,10,9,"f",14,14,0,8.17
"This stunning home is perfect for larger groups looking for some time away in a spacious home. Only 10-15 minutes drive to downtown Ottawa and only 5 to 7 minutes drive to the Ottawa international airport and the EY center!  Wifi, cable and free parking all included.<br /><br /><b>The space</b><br />Welcome to Ottawa!<br /><br />Upscale single home featuring modern amenities in a fabulous neighbourhood. Can easily accommodate up to 20 people. <br /><br />This four bedroom, three bathroom single home offers: <br />• Brand new modern furniture <br />• Spacious, 2600 square foot home (with basement) with four separate bedrooms, two living rooms, dining room, eating area, two full bathrooms and a powder room<br />• Indoor parking (fits one car indoors) and free outdoor parking all year round in driveway that fits 3 cars (4 cars in total) <br />• FULLY equipped kitchen with new appliances <br />• High-speed wireless internet,  new big screen TVs<br />• Bell vibe cable TV <br />• Fresh linen","Safe neighbourhood close to major stores and walking distance from Greenboro transit station.","N/A","N/A","N/A","f","",7,7,"t","t","Gloucester-Southgate",NA,45.36209,-75.64616,"Entire house","Entire home/apt",16,NA,4,7,"[""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""BBQ grill"", ""Extra pillows and blankets"", ""Garden or backyard"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$95.00",3,1125,"t",227,21,3,"2018-03-04","2021-02-12",95,9,9,10,10,10,10,"f",3,3,0,6.32
"A modern, trendy, with lots of natural light studio-penthouse located in the heart of Hintonburg! Enjoy a city skyline view from your spacious private roof-top patio!<br /><br /><b>The space</b><br />Walking distance to some of the best restaurants and shops in the city! <br /><br />Free street parking.","","within a day","50%","93%","t","",1,1,"t","t","Kitchissippi",NA,45.40043,-75.72857,"Entire apartment","Entire home/apt",2,NA,NA,1,"[""Essentials"", ""TV"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Cooking basics"", ""Elevator"", ""Smoke alarm"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm""]","$89.00",13,1124,"t",63,10,0,"2017-06-25","2020-09-21",98,10,10,10,10,10,10,"f",1,1,0,1.42
"Perfect for a travelling family or a small group of professionals wanting to be in downtown Ottawa - Baby and toddler gear and toys are available <br />****EXCELLENT ACCESS TO GATINEAU***<br />**Stocked with a variety of fresh breakfast foods**<br /><br /><b>The space</b><br />This century apartment is Victorian-Modern luxury: 1892 on the outside, 2012 on the inside.<br /><br />Three bedrooms, queen beds, and two full baths. Gourmet kitchen, gas fireplace.<br /><br /><b>Guest access</b><br />Parking, cable and wifi on site. Fresh breakfast foods, coffee and tea are provided. Own central air conditioning and furnace.<br /><br /><b>Other things to note</b><br />Baby and toddler gear and toys available.","This location is extremely walkable. Easy access to amenities, shopping, sightseeing, nature and public transit.","N/A","N/A","71%","t","",2,2,"t","t","Rideau-Vanier",NA,45.43384,-75.67972,"Entire apartment","Entire home/apt",6,NA,3,3,"[""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Breakfast"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""High chair"", ""Ethernet connection"", ""Children\u2019s books and toys"", ""Pack \u2019n Play/travel crib"", ""Garden or backyard"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Children\u2019s dinnerware"", ""Washer"", ""Dryer"", ""Private entrance"", ""Bathtub"", ""Patio or balcony"", ""Table corner guards"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Babysitter recommendations"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Baby safety gates"", ""Stove"", ""Oven"", ""Changing table"", ""Dishwasher"", ""Room-darkening shades""]","$181.00",2,100,"t",109,2,0,"2016-05-19","2020-03-18",100,10,10,10,10,10,10,"f",2,2,0,1.89
"Our home is located just 10 minutes from the airport and about 25 minutes from Parliament Hill.  Everything you need is 5 minutes away or less, and you'll enjoy most local attractions within 10-20 minutes.  <br /><br />Enjoy spacious living with in 4,500 square foot home, with plenty of room to play, eat, sleep, and have fun (inside and out). <br /><br />Perfect for families and medium to large groups, with 5 private rooms and sleeping accommodations for up to 14 people (including 1 sofa bed).<br /><br /><b>The space</b><br />Our house is located in a beautiful, quiet, family-friendly neighbourhood south of Ottawa city (though still within city limits). When we moved here we chose it because it was the perfect balance of what we wanted - a large home with a big yard in the country, yet with easy access to the all the city has to off in 20-30 minutes. The home is custom-built and beautifully decorated. It's our family's actual home, so it truly has everything you might want or need, but","","N/A","N/A","N/A","f","",1,1,"t","t","Osgoode",NA,45.27088,-75.58327,"Entire house","Entire home/apt",13,NA,5,8,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""BBQ grill"", ""Children\u2019s books and toys"", ""Pack \u2019n Play/travel crib"", ""Garden or backyard"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Children\u2019s dinnerware"", ""Washer"", ""Dryer"", ""Bathtub"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Smart lock"", ""Stove"", ""Oven"", ""Dishwasher"", ""Room-darkening shades""]","$195.00",3,1125,"t",41,0,0,"2017-03-13","2019-03-30",99,10,10,10,10,10,10,"f",1,1,0,0.86
"Give Me a Break B&B is centrally located in a nice, safe residential neighbourhood a short drive from downtown.  <br /><br />I look forward to hearing from you and answering any questions you may have.<br /><br /><b>The space</b><br />This is a sparkling clean and comfortable bungalow, situated on a large, fully landscaped lot with gardens and large mature trees in a country-like setting. The private rear yard has a sunroom and patio area with chairs to sit and watch the children play in the backyard.  <br /><br />It is perfect for academics, executives, couples, families and travellers seeking a more comfortable stay with easy access to downtown Ottawa, Carleton University, Algonquin College, Civic Hospital and tourist attractions.<br /><br />A continental breakfast is provided usually consisting of coffee, tea, juice, toast, bagels, or pastry.  Help yourself to breakfast anytime during the morning.<br /><br />This three bedroom house is great for short, medium and long term stays. It","Our neighbourhood is residential and quiet, with only local traffic. <br /><br />The house is located right beside beautiful General Burns Park; a great, safe park with children's play structure, soccer, basketball, baseball, outdoor swimming pool and skating rink.  This home is in a nice location only a few short minutes from shopping, restaurants, and public transportation.","within an hour","100%","87%","f","",3,3,"t","t","Knoxdale-Merivale",NA,45.35412,-75.72002,"Private room in bed and breakfast","Private room",2,NA,1,1,"[""Essentials"", ""TV"", ""Free street parking"", ""Hair dryer"", ""Washer"", ""Dryer"", ""Wifi"", ""Private entrance"", ""Kitchen"", ""Heating"", ""Free parking on premises"", ""Long term stays allowed"", ""Shampoo"", ""Hot water"", ""Dishes and silverware"", ""Cooking basics"", ""Smoke alarm"", ""Air conditioning"", ""Lock on bedroom door"", ""Garden or backyard""]","$68.00",1,1125,"t",70,10,0,"2015-03-08","2020-10-31",93,10,10,10,10,9,9,"f",3,0,3,0.97
"Quiet, sunny home only 10 minutes from downtown, but worlds away on leafy cul-de-sac. Spacious grounds and deck. On site laundry, fireplace, BBQ, free parking for several cars. Three bedrooms. Close to shops, dining, parks, freeway.<br /><br /><b>The space</b><br />This quiet cul de sac is the perfect place to unwind after a hectic day.  Outdoor deck and BBQ, or sit by the fire in cosy living room.  All on one floor, this home has fast access to Queensway and major bus routes to downtown, but worlds away. The mighty Ottawa river and chain of bike and ski trails nearby.<br /><br />You have access to laundry, gardens and bike storage, and all the amenities of this three bedroom home<br /><br />The host is out of town in the country, but can be reached by phone. There is lower level apartment downstairs, with separate entrance, shared laundry room. <br />Parks, woods and the mighty Ottawa River are all around you. Westboro and Britannia beaches nearby.<br />The biggest Ikea in Canada is j","Parks, woods and the mighty Ottawa River are all around you.  Wind surfing, Westboro and Britannia beaches nearby. Visit Remic Rapids, off river parkway, to experience renowned stone structures balanced in the water.<br />The biggest Ikea in Canada is just a km away, and have you ever visited Lee Valley Tools? Paradise for woodworkers and serious gardeners. Just over the Hwy 417 overpass.<br />Be downtown in 10 minutes, or take one of four bridges across Ottawa River/rivière Outoaious to Quebec and experience Francophone culture just across the river.","within a day","100%","47%","t","",2,2,"t","t","Bay",NA,45.35755,-75.79367,"Entire bungalow","Entire home/apt",6,NA,3,3,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""BBQ grill"", ""Extra pillows and blankets"", ""Children\u2019s books and toys"", ""Pack \u2019n Play/travel crib"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Single level home"", ""Bathtub"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher"", ""Room-darkening shades""]","$191.00",3,100,"t",37,1,0,"2014-05-20","2020-08-09",95,10,10,10,10,10,10,"f",2,2,0,0.45
"Private and secure room in a great location (basement). By car it's minutes from Westboro, Dow's Lake, Rideau Canal (Tulip Festival, Winterlude), Little Italy, Chinatown, Experimental Farm, Ottawa Civic Hospital, downtown and more.  By foot; corner store, laundry, parks & bike paths.  A few blocks from the Carling/Kirkwood exit of the 417 (Queensway) making easy access to the Parliament, CTC Centre, Casino (Gatineau) and so much more.  Local bus 80 & 14 connecting to major bus lines and O-train.","","within an hour","100%","57%","t","",3,3,"t","f","River",NA,45.37606,-75.7365,"Private room in house","Private room",2,NA,1,1,"[""Essentials"", ""TV"", ""Hair dryer"", ""Wifi"", ""Heating"", ""Iron"", ""Free parking on premises"", ""Shampoo"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace""]","$55.00",1,7,"t",12,2,0,"2018-02-27","2020-07-26",98,10,10,10,10,9,10,"f",3,1,2,0.33
"Welcome to the Rideau River executive home, located near Mooney's bay with access to the river (Starting May 27th). You'll find exceptional quality in this newly renovated place, which includes 5 bedrooms, 6 beds (includes 1 sofa bed), and 2.5 bath. The home is perfect for large families and business travelers. Take your own private canoes to the Rideau River, walk to close by amenities including the Rideau Canal, Hog's Back Falls, and Mooney's bay. Only 12 minutes drive to downtown.","","within a few hours","100%","83%","f","",1,1,"t","t","River",NA,45.36691,-75.70066,"Entire house","Entire home/apt",10,NA,5,5,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Garden or backyard"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$175.00",2,60,"t",59,2,0,"2018-05-06","2020-08-29",98,10,9,10,10,10,10,"f",1,1,0,1.74
"Private room with comfortable floor mattress, couch, and your own big screen TV with access to any websites including Netflix. FREE Wifi! Guests have shared access to a fully equipped kitchen on 1st floor, dining area, full bathroom on 2nd floor and small gym in the garage. Shared areas are clean and shared with a friendly couple! Lots of FREE parking available on the street. Safe and quiet neighbourhood. Good for couples or solo travelers.<br /><br /><b>The space</b><br />Equipped with big screen TV hooked to a computer. Access to Netflix, YouTube and any website. If you're a fitness junky, you're welcome to use our home gym in the garage.<br />Bathroom, kitchen and dining area are shared with a young couple and a one friendly roommate.<br /><br /><b>Guest access</b><br />Guests have access to the basement bedroom, kitchen, dining area, bathroom, powder room and gym in garage.<br /><br /><b>Other things to note</b><br />FREE parking available on the street. Neighbors are very friendly","Safe neighborhood. Safe for walks/runs in the evening. Very close to grocery store and 10min walk to public transportation.","N/A","N/A","96%","t","",1,1,"t","f","Barrhaven",NA,45.28339,-75.7348,"Private room in townhouse","Private room",2,NA,1,1,"[""Gym"", ""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Hot water"", ""Cooking basics"", ""Smoke alarm"", ""Essentials"", ""Bathtub"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$46.00",1,7,"t",35,15,0,"2019-08-05","2020-10-11",97,10,10,10,10,10,10,"f",1,0,1,1.88
"This is a test listing, and is not available.","","N/A","N/A","N/A","f","",2,2,"t","t","Orleans",NA,45.48153,-75.53565,"Shared room in cave","Shared room",1,NA,1,1,"[""Long term stays allowed""]","$0.00",1,1125,"t",0,0,0,"","",NA,NA,NA,NA,NA,NA,NA,"f",2,0,0,NA
"Bright basement room with double bed and its own kitchen and bathroom. <br /><br />Our home is just East of downtown. A short drive to the ByWard Market, the University of Ottawa and museums. Walking distance to the Rideau River where you will find walking/cycling pathways.<br /><br />A short walk to a grocery store. <br /><br />It is easily accessible by car from the highway. A 7 minute drive or 25 minute walk to the Via Rail train station. Two bus routes are a very short walk away and both bring you downtown.<br /><br /><b>The space</b><br />Our basement has a bedroom, kitchen and bathroom that we are pleased to be able to share with travelers. It is located in a shared space with a playroom for our children and a sewing studio for my home business. Our family's main living space is on the top floor.<br /><br />The kitchen is adjacent to the bedroom, and includes a range (stove/oven), refrigerator, microwave, toaster, dishes, and pots and pan. It is an open concept kitchen and looks ","We live in an older residential neighbourhood, with a mix of young families and retirees and everyone in between. We have many amenities and services within walking distance including parks, bike paths, grocery stores and shopping centres.","N/A","N/A","100%","t","",1,1,"t","t","Rideau-Rockcliffe",NA,45.42968,-75.65478,"Private room in house","Private room",2,NA,1,1,"[""Hair dryer"", ""Wifi"", ""Microwave"", ""Bed linens"", ""High chair"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Essentials"", ""Washer"", ""Dryer"", ""Baking sheet"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Heating"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven""]","$50.00",2,21,"t",97,2,0,"2018-05-04","2020-03-08",99,10,10,10,10,10,10,"f",1,0,1,2.86
"Cozy, bright and quiet apartment in the Glebe next to Lansdowne Park and TD place with a private parking spot to the right of the entrance with a jump up onto a small curb. Entire apartment is newly designed and furnished for AirBnB.    24 hr security.  AC and in-floor heating system.<br />Living area is upstairs and the bathroom and bedroom are downstairs – with a comfortable 6’ 6” ceiling (see pics). Laundry facilities in the unit.<br /><br /><b>The space</b><br />We have created this space with the tired traveler in mind.  The kitchen is fully equipped to handle any cooking challenge.  The downstairs bedroom is warm and inviting with a new IKEA bed and mattress.  Laundry can be done in the suite.  New Ottawa rules on minimum length of stay.  Please contact us for more information.<br /><br /><b>Guest access</b><br />Guests can access the entire suite and the parking spot to the right of the door is exclusive to the suite.  We are working with the city to lower the curb but until the","You are in the heart of an established centuries old area called the Glebe, a very hip and urban suburb that really has all you need for entertainment & shopping.  Lined by beautiful Victorian style homes with “Ma and Pa” shops from boutiques, bakeries, grocers, banks, pharmacies, specialty cafés, fine dining, casual dining, and pubs.  <br />You are a five minute walk to the scenic Rideau canal, a UNESCO World Heritage Site, where you can bike/walk/run along tree-lined paths or ice-skate in the winter along the longest skating canal in the world.<br />Parliament Hill is close enough to walk but easy public transit on OC-Transpo (a two-minute walk) will have you there in ten minutes.  <br />The Lansdowne development has brought a new vibe with trendy nightclubs and restaurants, green space with skatepark and play structures, a Whole Foods grocery store and a modern theatre build around the Lansdowne stadium which is  home to the Ottawa Red Blacks (CFL), the Ottawa Fury (ASL) and the Ott","N/A","N/A","N/A","f","",7,7,"t","t","Capital",NA,45.39925,-75.68569,"Entire apartment","Entire home/apt",2,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Free street parking"", ""Keypad"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Fire extinguisher"", ""Essentials"", ""Outlet covers"", ""Washer"", ""Dryer"", ""Private entrance"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Babysitter recommendations"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$95.00",2,1125,"t",203,27,2,"2017-04-26","2021-02-11",98,10,10,10,10,10,10,"t",6,6,0,4.38
"Located in the Heart of the City  and easily accessible by all highways and transit, my place lets you take advantage of all the wonderful things Ottawa has to offer. It's a few minutes walk from parks, great museums, arts and culture, Parliament Hill, the Byward Market,  restaurants and dining... My place is comfortable, cozy and chic and located in an upscale neighbourhood. It's good for couples, solo adventurers and business travelers that appreciate a unique space.​","","N/A","N/A","N/A","f","",2,2,"t","f","Somerset",NA,45.41642,-75.70415,"Entire condominium","Entire home/apt",3,NA,1,1,"[""Gym"", ""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Microwave"", ""Elevator"", ""Refrigerator"", ""Hot tub"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Essentials"", ""Host greets you"", ""Washer"", ""Dryer"", ""Single level home"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Pool"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Luggage dropoff allowed"", ""Dishwasher""]","$100.00",7,30,"t",10,0,0,"2018-10-16","2019-02-24",94,10,9,9,10,10,10,"f",1,1,0,0.35
"Suitable for those who enjoy a family home setting. Friendly, secure and safe environment where you are greeted and treated like family. We are experienced host family and we offer a private and spacious teak themed bedroom with a Queen bed, desk, chairs, closet, WiFi, Smart TV and weekly laundry. In addition to welcoming you, we'll show you what we love most about our community and offer the option of wholesome homemade meals. Easy highway access/public transit to Kanata and close to amenities.<br /><br /><b>The space</b><br />A sunny guest Room with a Queen sized bed in a bright setting, a closet, smart TV, WiFi, chairs/desk, lamps, linens and towels: Pretty well everything one may need while away from home.<br /><br />The Home is located near IKEA mall with shopping and restaurants, cafes and parks in a quiet enclave of tree lined streets just a minute walk from public transportation. We offer our guest the option of homemade meals. Highway access is nearby and there is plenty of pr","Convenient to public transit and parks. Shopping and restaurants nearby. Free parking on location.","within an hour","100%","99%","t","",5,5,"t","t","College",NA,45.3475,-75.78425,"Private room in house","Private room",1,NA,1,1,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Breakfast"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""Shower gel"", ""Garden or backyard"", ""Free street parking"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Essentials"", ""Host greets you"", ""Washer"", ""Patio or balcony"", ""Baking sheet"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Indoor fireplace"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$49.00",3,1125,"t",36,1,0,"2013-08-28","2020-10-03",94,9,9,10,10,10,10,"f",2,0,2,0.4
"Modern 2 Bedroom Penhouse, with parking, located at the center of Ottawa, most convenient to get wherever you want, minutes’ walk to Parliament Hill, Byward Market, Rideau Center, Restaurants, Stores, Convention (Shaw) Center, Embassies, and art gallery, etc. <br /><br />Elegant & Modern 2BD on the top floor where you can really relax and enjoy.<br /><br />INCLUDE:<br />- 1 UNDERGROUND PARKING<br />-4K SMART TV<br />-FAST (75mb/s) WIFI & A/C<br />-FRESH TOWELS AND SHEETS<br />-GYM<br /><br /><b>The space</b><br />Inside, you'll find its completely outfitted with all brand new elegant furniture. From pocket-sprung mattresses to Egyptian cotton bedding to ensure you a good night rest. <br /><br />Complimentary coffee and Wi-Fi to deliver you an 5-star upscale hotel experience at great value. We absolutely love the incredible view of the city from our place, and we you can enjoy this refreshing view as much as we do!<br /><br />*****Strictly No Party allowed*****<br />*****Organized event","Just steps away from it all, you’ll be happy to leave your car in your reserved underground parking spot and walk to where you are going to. The Rideau Centre, the Parliament Buildings, the Rideau Canal, the National Art Gallery, the greenery of the Major's Hill Park... all are a quick stroll away. As is the Byward Market with its trendy restaurants, pubs, cafes, boutiques and its stands full of fresh fruits and vegetable. You’re at the heart of it all!","within an hour","94%","96%","f","ByWard Market",4,4,"t","t","Rideau-Vanier",NA,45.42651,-75.69039,"Entire apartment","Entire home/apt",6,NA,2,3,"[""Gym"", ""Coffee maker"", ""Hair dryer"", ""Cable TV"", ""Wifi"", ""Microwave"", ""Bed linens"", ""Extra pillows and blankets"", ""High chair"", ""Elevator"", ""Ethernet connection"", ""Refrigerator"", ""Iron"", ""Free parking on premises"", ""First aid kit"", ""Hot water"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Essentials"", ""Washer"", ""Dryer"", ""Private entrance"", ""Patio or balcony"", ""Air conditioning"", ""Kitchen"", ""Carbon monoxide alarm"", ""Dedicated workspace"", ""TV"", ""Heating"", ""Long term stays allowed"", ""Shampoo"", ""Lockbox"", ""Dishes and silverware"", ""Stove"", ""Oven"", ""Dishwasher""]","$131.00",1,1125,"t",135,17,6,"2017-10-31","2021-02-10",93,10,10,9,10,10,9,"f",5,5,0,3.37
